Fördernehmer,ID,Type,Ressourcenadresse,KontextadresseTitel,Language,Date,Creator,Contributor
LAS Salzburg,o:szd.196,Personal Document,https://gams.uni-graz.at/o:szd.196,https://gams.uni-graz.at/o:szd.196/DC,"Rede über Stefan Zweig [II], SZ-AP2/L-S5.2",de,1936,"Zweig, Stefan",
LAS Salzburg,o:szd.197,Personal Document,https://gams.uni-graz.at/o:szd.197,https://gams.uni-graz.at/o:szd.197/DC,"Rede über Stefan Zweig [II], SZ-AP2/L-S5.2",de,1936,"Zweig, Stefan",
LAS Salzburg,o:szd.198,Personal Document,https://gams.uni-graz.at/o:szd.198,https://gams.uni-graz.at/o:szd.198/DC,"Rede über Stefan Zweig [II], SZ-AP2/L-S5.2",de,1936,"Zweig, Stefan",
LAS Salzburg,o:szd.199,,https://gams.uni-graz.at/o:szd.199,https://gams.uni-graz.at/o:szd.199/DC,"Goethe und Hölderlin, SZ-AAP/W20.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.200,,https://gams.uni-graz.at/o:szd.200,https://gams.uni-graz.at/o:szd.200/DC,"Hölderlin, SZ-AAP/W20.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.201,,https://gams.uni-graz.at/o:szd.201,https://gams.uni-graz.at/o:szd.201/DC,"Vortrag: Goethe und Hölderlin, SZ-AAP/W20.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.202,,https://gams.uni-graz.at/o:szd.202,https://gams.uni-graz.at/o:szd.202/DC,"A great lesson from a great man, SZ-AAP/W21.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.203,,https://gams.uni-graz.at/o:szd.203,https://gams.uni-graz.at/o:szd.203/DC,"A Great Lesson From A Great Man, SZ-AAP/W21.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.204,,https://gams.uni-graz.at/o:szd.204,https://gams.uni-graz.at/o:szd.204/DC,"History of to-morrow, SZ-AAP/W22.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.205,,https://gams.uni-graz.at/o:szd.205,https://gams.uni-graz.at/o:szd.205/DC,"History of to-morrow, SZ-AAP/W22.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.206,,https://gams.uni-graz.at/o:szd.206,https://gams.uni-graz.at/o:szd.206/DC,"History, SZ-AAP/W22.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.207,,https://gams.uni-graz.at/o:szd.207,https://gams.uni-graz.at/o:szd.207/DC,"Umschlagmappe „History of tomorrow“, SZ-AAP/W22.4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.208,,https://gams.uni-graz.at/o:szd.208,https://gams.uni-graz.at/o:szd.208/DC,"Tolstoi-Aufsatz, SZ-AAP/W23",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.209,,https://gams.uni-graz.at/o:szd.209,https://gams.uni-graz.at/o:szd.209/DC,"Moissi im Gespräch, SZ-AAP/W24",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.210,,https://gams.uni-graz.at/o:szd.210,https://gams.uni-graz.at/o:szd.210/DC,"Pour ceux qui ne peuvent pas parler, SZ-AAP/W25.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.211,,https://gams.uni-graz.at/o:szd.211,https://gams.uni-graz.at/o:szd.211/DC,"Pour ceux qui ne peuvent pas parler, SZ-AAP/W25.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.212,,https://gams.uni-graz.at/o:szd.212,https://gams.uni-graz.at/o:szd.212/DC,"Radio Address to the American Schoolchildren, SZ-AAP/W26",de,1939,"Zweig, Stefan",
LAS Salzburg,o:szd.213,,https://gams.uni-graz.at/o:szd.213,https://gams.uni-graz.at/o:szd.213/DC,"Radiovortrag über Newyork, SZ-AAP/W27",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.214,,https://gams.uni-graz.at/o:szd.214,https://gams.uni-graz.at/o:szd.214/DC,"Einleitung zu den Rilke-Vorträgen an der London School of Economics 27. Oktober 1937, SZ-AAP/W28",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.216,,https://gams.uni-graz.at/o:szd.216,https://gams.uni-graz.at/o:szd.216/DC,"Autobiographischer Aufsatz, SZ-AAP/W30",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.217,,https://gams.uni-graz.at/o:szd.217,https://gams.uni-graz.at/o:szd.217/DC,"Vortrag über Dostojewski II, SZ-AAP/W31",de,29.11.1921,"Zweig, Stefan",
LAS Salzburg,o:szd.219,,https://gams.uni-graz.at/o:szd.219,https://gams.uni-graz.at/o:szd.219/DC,"Walther Rathenau, SZ-AAP/W32",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.220,,https://gams.uni-graz.at/o:szd.220,https://gams.uni-graz.at/o:szd.220/DC,"Worte am Sarge Sigmund Freuds, SZ-AAP/W33",de,1939,"Zweig, Stefan",
LAS Salzburg,o:szd.221,,https://gams.uni-graz.at/o:szd.221,https://gams.uni-graz.at/o:szd.221/DC,"Adam Lux an seine Freunde Gnadet und Pétion 6. Juni 1793, SZ-AAP/W34.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.222,,https://gams.uni-graz.at/o:szd.222,https://gams.uni-graz.at/o:szd.222/DC,"Adam Lux, SZ-AAP/W34.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.223,,https://gams.uni-graz.at/o:szd.223,https://gams.uni-graz.at/o:szd.223/DC,"Marsyas und Apoll, SZ-AAP/W35",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.224,,https://gams.uni-graz.at/o:szd.224,https://gams.uni-graz.at/o:szd.224/DC,"Panama Entwurf, SZ-AAP/W36",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.225,,https://gams.uni-graz.at/o:szd.225,https://gams.uni-graz.at/o:szd.225/DC,"Thersites [Fragment I], SZ-AAP/W37",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.226,,https://gams.uni-graz.at/o:szd.226,https://gams.uni-graz.at/o:szd.226/DC,"Candle in the Dark, SZ-AAP/W38",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.227,,https://gams.uni-graz.at/o:szd.227,https://gams.uni-graz.at/o:szd.227/DC,"Notizbuch Werknotizen 1, SZ-AAP/W39",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.228,,https://gams.uni-graz.at/o:szd.228,https://gams.uni-graz.at/o:szd.228/DC,"Notizbuch Werknotizen 2, SZ-AAP/W40",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.229,,https://gams.uni-graz.at/o:szd.229,https://gams.uni-graz.at/o:szd.229/DC,"Notizbuch Werknotizen 3, SZ-AAP/W41",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.230,,https://gams.uni-graz.at/o:szd.230,https://gams.uni-graz.at/o:szd.230/DC,"Notizbuch Werknotizen 4, SZ-AAP/W42",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.231,,https://gams.uni-graz.at/o:szd.231,https://gams.uni-graz.at/o:szd.231/DC,"Notizbuch Werknotizen 5, SZ-AAP/W43",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.232,,https://gams.uni-graz.at/o:szd.232,https://gams.uni-graz.at/o:szd.232/DC,"Notizbuch Werknotizen 6, SZ-AAP/W44",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.233,,https://gams.uni-graz.at/o:szd.233,https://gams.uni-graz.at/o:szd.233/DC,"Notizbuch Werknotizen 7, SZ-AAP/W45",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.234,,https://gams.uni-graz.at/o:szd.234,https://gams.uni-graz.at/o:szd.234/DC,"Das erste Wort über den Ozean [Beilage], SZ-AAP/W45",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.235,,https://gams.uni-graz.at/o:szd.235,https://gams.uni-graz.at/o:szd.235/DC,"Marsyas und Apoll, SZ-AAP/W35",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.250,,https://gams.uni-graz.at/o:szd.250,https://gams.uni-graz.at/o:szd.250/DC,"Die spät bezahlte Schuld, SZ-AAP/W12.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.251,,https://gams.uni-graz.at/o:szd.251,https://gams.uni-graz.at/o:szd.251/DC,"Die spät bezahlte Schuld, SZ-AAP/W12.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.252,,https://gams.uni-graz.at/o:szd.252,https://gams.uni-graz.at/o:szd.252/DC,"War er es?, SZ-AAP/W13.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.253,,https://gams.uni-graz.at/o:szd.253,https://gams.uni-graz.at/o:szd.253/DC,"War er es?, SZ-AAP/W13.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.254,,https://gams.uni-graz.at/o:szd.254,https://gams.uni-graz.at/o:szd.254/DC,"Widerstand der Wirklichkeit, SZ-AAP/W14",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.255,,https://gams.uni-graz.at/o:szd.255,https://gams.uni-graz.at/o:szd.255/DC,"Antwort auf eine Rundfrage zur jüdischen Literatur, SZ-AAP/W15",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.256,,https://gams.uni-graz.at/o:szd.256,https://gams.uni-graz.at/o:szd.256/DC,"Erste Vorarbeiten für eine Studie über André Chenier 1938, SZ-AAP/W16.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.258,Work,https://gams.uni-graz.at/o:szd.258,https://gams.uni-graz.at/o:szd.258/DC,"Werknotizen S11, SZ-AP2/W-S11",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.259,,https://gams.uni-graz.at/o:szd.259,https://gams.uni-graz.at/o:szd.259/DC,"A book for the ""Salzburg Babbitts"", Z-AP2/W-H122a",de,undatiert,"Zweig, Stefan",
LAS Salzburg,o:szd.260,,https://gams.uni-graz.at/o:szd.260,https://gams.uni-graz.at/o:szd.260/DC,"Autobiographischer Aufsatz, SZ-AP2/W-H33a",de,1936,"Zweig, Stefan",
LAS Salzburg,o:szd.262,,https://gams.uni-graz.at/o:szd.262,https://gams.uni-graz.at/o:szd.262/DC,"Radio Address to American Schoolchildren, SZ-AP2/W-H522b.2",de,04.1939,"Zweig, Stefan",
LAS Salzburg,o:szd.263,,https://gams.uni-graz.at/o:szd.263,https://gams.uni-graz.at/o:szd.263/DC,"Worte am Sarge Sigmund Freuds [Fragment I], SZ-AP2/W-H206",de,1939,"Zweig, Stefan",
LAS Salzburg,o:szd.264,Work,https://gams.uni-graz.at/o:szd.264,https://gams.uni-graz.at/o:szd.264/DC,"Navigare necesse est, SZ-AP2/W-G503.7",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.266,,https://gams.uni-graz.at/o:szd.266,https://gams.uni-graz.at/o:szd.266/DC,"Notizbuch Die Welt von Gestern, SZ-AAP/W10",de,05-00.1940,"Zweig, Stefan",
LAS Salzburg,o:szd.267,,https://gams.uni-graz.at/o:szd.267,https://gams.uni-graz.at/o:szd.267/DC,"Bau der Wiener Oper, SZ-AAP/W11",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.268,,https://gams.uni-graz.at/o:szd.268,https://gams.uni-graz.at/o:szd.268/DC,"Rausch der Verwandlung, SZ-AAP/W2.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.269,,https://gams.uni-graz.at/o:szd.269,https://gams.uni-graz.at/o:szd.269/DC,"Rausch der Verwandlung, SZ-AAP/W2.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.270,,https://gams.uni-graz.at/o:szd.270,https://gams.uni-graz.at/o:szd.270/DC,"Notizbuch Magellan, SZ-AAP/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.271,,https://gams.uni-graz.at/o:szd.271,https://gams.uni-graz.at/o:szd.271/DC,"Notizbuch Montaigne, SZ-AAP/W4.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.272,,https://gams.uni-graz.at/o:szd.272,https://gams.uni-graz.at/o:szd.272/DC,"Montaigne, SZ-AAP/W4.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.273,,https://gams.uni-graz.at/o:szd.273,https://gams.uni-graz.at/o:szd.273/DC,"Montaigne, SZ-AAP/W4.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.274,,https://gams.uni-graz.at/o:szd.274,https://gams.uni-graz.at/o:szd.274/DC,"Cicero, SZ-AAP/W5.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.275,,https://gams.uni-graz.at/o:szd.275,https://gams.uni-graz.at/o:szd.275/DC,"Ciceros Tod, SZ-AAP/W5.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.276,,https://gams.uni-graz.at/o:szd.276,https://gams.uni-graz.at/o:szd.276/DC,"Cicero, SZ-AAP/W5.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.277,,https://gams.uni-graz.at/o:szd.277,https://gams.uni-graz.at/o:szd.277/DC,"Der Fall von Byzanz, SZ-AAP/W6",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.278,,https://gams.uni-graz.at/o:szd.278,https://gams.uni-graz.at/o:szd.278/DC,"Das erste Wort über den Ozean, SZ-AAP/W7",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.279,,https://gams.uni-graz.at/o:szd.279,https://gams.uni-graz.at/o:szd.279/DC,"Der plombierte Zug, SZ-AAP/W8",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.280,,https://gams.uni-graz.at/o:szd.280,https://gams.uni-graz.at/o:szd.280/DC,"Wilson versagt, SZ-AAP/W9.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.281,,https://gams.uni-graz.at/o:szd.281,https://gams.uni-graz.at/o:szd.281/DC,"Typoskript Wilson versagt [Beilage], SZ-AAP/W9.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.282,,https://gams.uni-graz.at/o:szd.282,https://gams.uni-graz.at/o:szd.282/DC,"WILSON VERSAGT, SZ-AAP/W9.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.286,Work,https://gams.uni-graz.at/o:szd.286,https://gams.uni-graz.at/o:szd.286/DC,"Einleitung, SZ-AP2/W-C4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.287,Work,https://gams.uni-graz.at/o:szd.287,https://gams.uni-graz.at/o:szd.287/DC,"Der Bildner, SZ-AP2/W-D29",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.288,Work,https://gams.uni-graz.at/o:szd.288,https://gams.uni-graz.at/o:szd.288/DC,"Der Dirigent. In memoriam Gustav Mahler, SZ-AP2/W-D42",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.289,Work,https://gams.uni-graz.at/o:szd.289,https://gams.uni-graz.at/o:szd.289/DC,"Tersites Teil 1.1, SZ-AP2/W-E43.1.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.290,Work,https://gams.uni-graz.at/o:szd.290,https://gams.uni-graz.at/o:szd.290/DC,"Tersites Teil 1.2, SZ-AP2/W-E43.1.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.296,Work,https://gams.uni-graz.at/o:szd.296,https://gams.uni-graz.at/o:szd.296/DC,"Tersites Teil 2, SZ-AP2/W-E43.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.297,Work,https://gams.uni-graz.at/o:szd.297,https://gams.uni-graz.at/o:szd.297/DC,"Tersites Teil 3.1, SZ-AP2/W-E43.3.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.298,Work,https://gams.uni-graz.at/o:szd.298,https://gams.uni-graz.at/o:szd.298/DC,"Tersites Teil 3.2, SZ-AP2/W-E43.3.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.299,Work,https://gams.uni-graz.at/o:szd.299,https://gams.uni-graz.at/o:szd.299/DC,"Thersites [Fragment II], SZ-AP2/W-E43.4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.300,Work,https://gams.uni-graz.at/o:szd.300,https://gams.uni-graz.at/o:szd.300/DC,"War er es?, SZ-AP2/W-F16.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.301,Work,https://gams.uni-graz.at/o:szd.301,https://gams.uni-graz.at/o:szd.301/DC,"The Buried Candelabra, SZ-AP2/W-F4.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.302,Work,https://gams.uni-graz.at/o:szd.302,https://gams.uni-graz.at/o:szd.302/DC,"The Buried Candelabra, SZ-AP2/W-F4.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.304,,https://gams.uni-graz.at/o:szd.304,https://gams.uni-graz.at/o:szd.304/DC,"Teil aus „History of to-morrow“, SZ-LAS/W1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.305,,https://gams.uni-graz.at/o:szd.305,https://gams.uni-graz.at/o:szd.305/DC,"Aufsatz zur italienischen Literatur, SZ-LAS/W2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.306,,https://gams.uni-graz.at/o:szd.306,https://gams.uni-graz.at/o:szd.306/DC,"Über Dostojewsky, SZ-LAS/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.307,Work,https://gams.uni-graz.at/o:szd.307,https://gams.uni-graz.at/o:szd.307/DC,"Lesezeichen Le Moniteur, SZ_SAH/W1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.309,,https://gams.uni-graz.at/o:szd.309,https://gams.uni-graz.at/o:szd.309/DC,"Verwirrung der Gefühle, SZ-SAH/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.310,,https://gams.uni-graz.at/o:szd.310,https://gams.uni-graz.at/o:szd.310/DC,"Marie Antoinette, SZ-SAM/W1.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.311,,https://gams.uni-graz.at/o:szd.311,https://gams.uni-graz.at/o:szd.311/DC,"Marie Antoinette, SZ-SAM/W1.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.312,,https://gams.uni-graz.at/o:szd.312,https://gams.uni-graz.at/o:szd.312/DC,"Marie Antoinette, SZ-SAM/W1.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.313,,https://gams.uni-graz.at/o:szd.313,https://gams.uni-graz.at/o:szd.313/DC,"Marie Antoinette, SZ-SAM/W1.4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.314,Work,https://gams.uni-graz.at/o:szd.314,https://gams.uni-graz.at/o:szd.314/DC,"Recherchematerial „Castellio gegen Calvin“, SZ-AP2/W-G104.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.315,Work,https://gams.uni-graz.at/o:szd.315,https://gams.uni-graz.at/o:szd.315/DC,"Bibliotheks-Leihscheine „Castellio gegen Clavin“, SZ-AP2/W-G104.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.316,Work,https://gams.uni-graz.at/o:szd.316,https://gams.uni-graz.at/o:szd.316/DC,"Abänderungen und Berichtigungen, SZ-AP2/W-G104.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.317,Work,https://gams.uni-graz.at/o:szd.317,https://gams.uni-graz.at/o:szd.317/DC,"Empfängerliste Belegexemplare, SZ-AP2/W-G104.4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.318,Work,https://gams.uni-graz.at/o:szd.318,https://gams.uni-graz.at/o:szd.318/DC,"Navigare necesse est, SZ-AP2/W-G503.1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.319,Work,https://gams.uni-graz.at/o:szd.319,https://gams.uni-graz.at/o:szd.319/DC,"Caput IV Eine Idee gewinnt Gewalt über einen Menschen, SZ-AP2/W-G503.2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.320,Work,https://gams.uni-graz.at/o:szd.320,https://gams.uni-graz.at/o:szd.320/DC,"VI Capitel Ein Wille gegen tausend Widerstände, SZ-AP2/W-G503.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.321,Work,https://gams.uni-graz.at/o:szd.321,https://gams.uni-graz.at/o:szd.321/DC,"Die Meuterei, SZ-AP2/W-G503.4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.322,Work,https://gams.uni-graz.at/o:szd.322,https://gams.uni-graz.at/o:szd.322/DC,"X Der grosse Augenblick, SZ-AP2/W-G503.5",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.323,Work,https://gams.uni-graz.at/o:szd.323,https://gams.uni-graz.at/o:szd.323/DC,"I. Kapitel. Navigare necesse est, SZ-AP2/W-G503.6",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.351,Work,https://gams.uni-graz.at/o:szd.351,https://gams.uni-graz.at/o:szd.351/DC,"Der begrabene Leuchter, SZ-AP2/W-F4.3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.357,,https://gams.uni-graz.at/o:szd.357,https://gams.uni-graz.at/o:szd.357/DC,"Marie Antoinette, SZ-SHB/W1",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.358,,https://gams.uni-graz.at/o:szd.358,https://gams.uni-graz.at/o:szd.358/DC,"Amerigo, SZ-SHB/W2",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.359,,https://gams.uni-graz.at/o:szd.359,https://gams.uni-graz.at/o:szd.359/DC,"Romain Rolland, SZ-SHB/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.360,,https://gams.uni-graz.at/o:szd.360,https://gams.uni-graz.at/o:szd.360/DC,"„Aus einer Studie über Autografensammeln.“, SZ-SHB/W4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.366,,https://gams.uni-graz.at/o:szd.366,https://gams.uni-graz.at/o:szd.366/DC,"Sigmund Freud, SZ-SAM/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.367,,https://gams.uni-graz.at/o:szd.367,https://gams.uni-graz.at/o:szd.367/DC,"Franz Anton Mesmer, SZ-SAM/W4",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.368,,https://gams.uni-graz.at/o:szd.368,https://gams.uni-graz.at/o:szd.368/DC,"Kleist, SZ-SAM/W5",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.372,Work,https://gams.uni-graz.at/o:szd.372,https://gams.uni-graz.at/o:szd.372/DC,"Der Pantoffel. Allehundertjahrschrift zur Unterhaltung auf der Hochzeitsreise für das Ehepaar Isidor und Irene Elias, SZ-SEF/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.375,,https://gams.uni-graz.at/o:szd.375,https://gams.uni-graz.at/o:szd.375/DC,"Romain Rolland, SZ-SHB/W3",de,,"Zweig, Stefan",
LAS Salzburg,o:szd.377,Postcard,https://gams.uni-graz.at/o:szd.377,https://gams.uni-graz.at/o:szd.377/DC,"Margot Alberts an Stefan Zweig, 1930-09-19, SZ-SAM/AK.1",de,19.09.1930,"Alberts, Margot",
LAS Salzburg,o:szd.378,Postcard,https://gams.uni-graz.at/o:szd.378,https://gams.uni-graz.at/o:szd.378/DC,"Léon Bazalgette an Stefan Zweig, 1921-01-24, SZ-SAM/AK.10",de,24.01.1921,"Bazalgette, Léon",
LAS Salzburg,o:szd.379,Postcard,https://gams.uni-graz.at/o:szd.379,https://gams.uni-graz.at/o:szd.379/DC,"Maria Korten an Stefan Zweig, 1932-07-18, SZ-SAM/AK.100",de,18.07.1932,"Korten, Maria",
LAS Salzburg,o:szd.380,Postcard,https://gams.uni-graz.at/o:szd.380,https://gams.uni-graz.at/o:szd.380/DC,"Kurverwaltung Bad Homburg an Stefan Zweig, 1932-07-08, SZ-SAM/AK.101",de,08.07.1932,Kurverwaltung Bad Homburg,
LAS Salzburg,o:szd.381,Postcard,https://gams.uni-graz.at/o:szd.381,https://gams.uni-graz.at/o:szd.381/DC,"Kurverwaltung Bad Homburg an Stefan Zweig, 1932-07-15, SZ-SAM/AK.102",de,15.07.1932,Kurverwaltung Bad Homburg,
LAS Salzburg,o:szd.382,Postcard,https://gams.uni-graz.at/o:szd.382,https://gams.uni-graz.at/o:szd.382/DC,"Artur Kutscher an Stefan Zweig, 1912-11-05, SZ-SAM/AK.103",de,05.11.1912,"Kutscher, Artur",
LAS Salzburg,o:szd.383,Postcard,https://gams.uni-graz.at/o:szd.383,https://gams.uni-graz.at/o:szd.383/DC,"Otto Lang an Stefan Zweig, 1932-02-03, SZ-SAM/AK.104",de,03.02.1932,"Lang, Otto",
LAS Salzburg,o:szd.384,Postcard,https://gams.uni-graz.at/o:szd.384,https://gams.uni-graz.at/o:szd.384/DC,"Lebisch an Stefan Zweig, 1908-12-30, SZ-SAM/AK.105",de,30.12.1908,Lebisch,
LAS Salzburg,o:szd.385,Postcard,https://gams.uni-graz.at/o:szd.385,https://gams.uni-graz.at/o:szd.385/DC,"Leischner an Stefan Zweig, 1927-05-20, SZ-SAM/AK.106",de,20.05.1927,Leischner,
LAS Salzburg,o:szd.386,Postcard,https://gams.uni-graz.at/o:szd.386,https://gams.uni-graz.at/o:szd.386/DC,"Lichtenstein an Stefan Zweig, 1904-11-03, SZ-SAM/AK.107",de,03.11.1904,Lichtenstein,
LAS Salzburg,o:szd.387,Postcard,https://gams.uni-graz.at/o:szd.387,https://gams.uni-graz.at/o:szd.387/DC,"Alix Winternitz an Stefan Zweig, 1925-08-27, SZ-SAM/AK.108",de,27.08.1925,"Winternitz, Alix",
LAS Salzburg,o:szd.388,Postcard,https://gams.uni-graz.at/o:szd.388,https://gams.uni-graz.at/o:szd.388/DC,"Alix Winternitz an Stefan Zweig, 1932-02, SZ-SAM/AK.109",de,02.1932,"Winternitz, Alix",
LAS Salzburg,o:szd.389,Postcard,https://gams.uni-graz.at/o:szd.389,https://gams.uni-graz.at/o:szd.389/DC,"Léon Bazalgette an Stefan Zweig, 1924-09-16, SZ-SAM/AK.11",de,16.09.1924,"Bazalgette, Léon",
LAS Salzburg,o:szd.390,Postcard,https://gams.uni-graz.at/o:szd.390,https://gams.uni-graz.at/o:szd.390/DC,"Felix Lorenz an Stefan Zweig, 1911-09-14, SZ-SAM/AK.110",de,14.09.1911,"Lorenz, Felix",
LAS Salzburg,o:szd.391,Postcard,https://gams.uni-graz.at/o:szd.391,https://gams.uni-graz.at/o:szd.391/DC,"Mark Lothar an Stefan Zweig, 1928-05-01, SZ-SAM/AK.111",de,01.05.1928,"Lothar, Mark",
LAS Salzburg,o:szd.392,Postcard,https://gams.uni-graz.at/o:szd.392,https://gams.uni-graz.at/o:szd.392/DC,"Božo Lovrić an Stefan Zweig, 1934-05-14, SZ-SAM/AK.112",de,14.05.1934,"Lovrić, Božo",
LAS Salzburg,o:szd.393,Postcard,https://gams.uni-graz.at/o:szd.393,https://gams.uni-graz.at/o:szd.393/DC,"Emil Lucka an Stefan Zweig, 1907-05-11, SZ-SAM/AK.113",de,11.05.1907,"Lucka, Emil",
LAS Salzburg,o:szd.394,Postcard,https://gams.uni-graz.at/o:szd.394,https://gams.uni-graz.at/o:szd.394/DC,"Emil Lucka an Stefan Zweig, 1912-06-26, SZ-SAM/AK.114",de,26.06.1912,"Lucka, Emil",
LAS Salzburg,o:szd.395,Postcard,https://gams.uni-graz.at/o:szd.395,https://gams.uni-graz.at/o:szd.395/DC,"Joachim Maass an Stefan Zweig, 1932-05-24, SZ-SAM/AK.115",de,24.05.1932,"Maass, Joachim",
LAS Salzburg,o:szd.396,Postcard,https://gams.uni-graz.at/o:szd.396,https://gams.uni-graz.at/o:szd.396/DC,"Unidentified an Stefan Zweig, 1906, SZ-SAM/AK.116",de,1906,Unbekannt,
LAS Salzburg,o:szd.397,Postcard,https://gams.uni-graz.at/o:szd.397,https://gams.uni-graz.at/o:szd.397/DC,"Marcel Martinet an Stefan Zweig, 1922-10-25, SZ-SAM/AK.117",de,25.10.1922,"Martinet, Marcel",
