ID,Signatur/shelfmark,Verfasser*in,Verfasser*in GND,Beteiligte/contributor,Beteiligte GND,Schreiberhand,Titel [Vorlage]/title [on document],Titel (fingiert/assigned),Titel (erschlossen),GND Werk (SZ),Werk Index ID,Aufschrift erstes Blatt / Identifying Inscription,"Konvoluttitel [entspricht ansonsten ""Einheitssachtitel der Werke""]",Datum [Vorlage]/date [on document],Datierung erschlossen,Date supplied/verified,Datum [normiert]/date [normalized],Sprachencode [dreistellig],"Art, Umfang, Anzahl",Physical Description,Paginierung,Pagination,Beschreibstoff [wenn ungewöhnlich],Writing material (when important or unusual),Schreibstoff,Writing Instrument,Entstehungsort/place of creation,Provenienz/provenance,Erwerbung/acquisition,Ordnungskategorie [classification],Classification,Publikationsangabe,Personenschlagwort,GND Personenschlagwort,Werkschlagwort Dritte,GND Werkschlagwort Dritte,GND Standort,Hinweis,Notes/Statement,INTERNE HINWEISE
47,SZ-AAP/W-AA8.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Aufgaben der höheren Schule,,,,,,Aufgaben der höheren Schule,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
48,SZ-AAP/W-AA8.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,,Aufgaben der höheren Schule,,,,,,Aufgaben der höheren Schule,22. Mai 29,,,1929-05-22,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Bleistift,Pencil,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Deutsches Philologenblatt, Leipzig, 22. 5. 1929",,,,,http://d-nb.info/gnd/1047605287,,,
49,SZ-AAP/W-AA9.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Aufruf zur Geduld,,,,,Deutsches Philologenblatt,Aufruf zur Geduld,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Georg Brandes""","Original inscription: ""Georg Brandes""",
50,SZ-AAP/W-AA9.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Aufruf zur Geduld,,,,,1919,Aufruf zur Geduld,1919,,,1919,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,roter Kugelschreiber,Red ballpoint,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Das Tagebuch, Berlin, 10. 1. 1920, S. 7–10",,,,,http://d-nb.info/gnd/1047605287,,,
51,SZ-AAP/W-AA10.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Aus abgesperrter Welt,,,,,,Aus abgesperrter Welt,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Gabriele d'Annunzio""","Original inscription: ""Gabriele d'Annunzio""",
52,SZ-AAP/W-AA10.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Aus abgesperrter Welt.,,,,,,Aus abgesperrter Welt,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,13. 7. 1919,13. 7. 1919,1919-07-13,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,"Roter Buntstift, blauer Buntstift","Red crayon, blue crayon",Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 13. 7. 1919",,,,,http://d-nb.info/gnd/1047605287,,,
53,SZ-AAP/W-AA11.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Autographen,,,,,,Autographen,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
54,SZ-AAP/W-AA11.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,,Meine Autographensammlung,,,,,Autographen,,1930,1930,1930,ger,"Typoskriptdurchschlag, 4 Blatt","Typescript (carbon copy), 4 leaves",2–4,2–4,,,Violettes Durchschlagpapier,Purple carbon paper,,Archiv Atrium Press,Ankauf Christie's London 2014,Typoskripte,Typescripts,,,,,,http://d-nb.info/gnd/1047605287,,,
55,SZ-AAP/W-AA11.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"""Ein Blättchen Papier …"" Eine Apologie des Autographensammelns",,,,,,Autographen,,1923,1923,1923,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Sammlerkabinett, Beilage zu Faust, Berlin, 1. Jg./Heft 4, 1923, S. 37–38",,,,,http://d-nb.info/gnd/1047605287,,,
56,SZ-AAP/W-AA11.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Die Autographensammlung als Kunstwerk.,,,,,,Autographen,,1914?,1914?,1914,ger,"Korrekturfahne, 5 Blatt, korrigiert","Galley proofs, 5 leaves, corrected",,,,,"Bleistift, blauer Buntstift, schwarze Tinte","Pencil, blue crayon, black ink",Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Korrekturfahnen,Galley proofs,,,,,,http://d-nb.info/gnd/1047605287,,,
57,SZ-AAP/W-AA11.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Von echten und falschen Autographen.,,,,,,Autographen,3. März 1927,,,1927-03-03,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Köln,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Kölnische Zeitung, Köln, 3. 3. 1927",,,,,http://d-nb.info/gnd/1047605287,,,
58,SZ-AAP/W-AA11.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Vom Handschriftensammeln,,,,,,Autographen,,1927,1927,1927-09,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Dame, Berlin, Heft 25, 1927, S. 8–9",,,,,http://d-nb.info/gnd/1047605287,Fortsetzung des Artikels ab S. 28 fehlt,Continuation of the article from page 28 onwards is missing,
59,SZ-AAP/W-AA11.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Handschriften als schöpferische Dokumente.,,,,,,Autographen,7. November 1926,,,1926-11-07,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,,,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 7. 11. 1926",,,,,http://d-nb.info/gnd/1047605287,,,
60,SZ-AAP/W-AA11.7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Die Welt der Autographen. (Aus einem Vortrag in der Nationalbibliothek.),,,,,November 1919,Autographen,,7. 11. 1923,7. 11. 1923,1923-11-07,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Roter Kugelschreiber,Red ballpoint,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 7. 11. 1923",,,,,http://d-nb.info/gnd/1047605287,,,
61,SZ-AAP/W-AA12.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Bahr,,,,,,"Bahr, Hermann",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Bahr, Hermann",http://d-nb.info/gnd/118505955,,,http://d-nb.info/gnd/1047605287,,,
62,SZ-AAP/W-AA12.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Hermann Bahrs neuer Roman.,,,,,B. Tageblatt,"Bahr, Hermann",28/IX. 1910,,,1910-09-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,"Violette Tinte, roter Buntstift","Purple ink, red crayon",Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 28. 9. 1910","Bahr, Hermann",http://d-nb.info/gnd/118505955,O Mensch,http://d-nb.info/gnd/1306955017,http://d-nb.info/gnd/1047605287,,,
63,SZ-AAP/W-AA12.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Theaterskandale.,,,,,,"Bahr, Hermann",,1906,1906,1906,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Blauer Buntstift,Blue crayon,,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,,"Bahr, Hermann; Servaes, Franz",http://d-nb.info/gnd/118505955; http://d-nb.info/gnd/117467979,Die Andere,http://d-nb.info/gnd/1238624219,http://d-nb.info/gnd/1047605287,Quelle des Abdrucks unbekannt,Source of print unknown,
64,SZ-AAP/W-AA12.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Hermann Bahr, Austriaca. ",,,,,,"Bahr, Hermann",,1911,1911,1911,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Dachau,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Der Bücherwurm, Dachau, 1911","Bahr, Hermann",http://d-nb.info/gnd/118505955,Austriaca,,http://d-nb.info/gnd/1047605287,,,
65,SZ-AAP/W-AA12.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Hermann Bahr, der Fünfzigjährige.",,,,,,"Bahr, Hermann",27. V. 13.,,,1913-05-27,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,"Violette Tinte, blauer Buntstift","Purple ink, blue crayon",Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 27. 5. 1913","Bahr, Hermann",http://d-nb.info/gnd/118505955,,,http://d-nb.info/gnd/1047605287,,,
66,SZ-AAP/W-AA12.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Hermann Bahrs Herbstlese.,,,,,N. Fr. Pr. ,"Bahr, Hermann",26/10 1921,,,1921-10-26,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 26. 10. 1921","Bahr, Hermann",http://d-nb.info/gnd/118505955,Summula,,http://d-nb.info/gnd/1047605287,,,
67,SZ-AAP/W-AA12.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Nachwort,,,,,Reclam,"Bahr, Hermann",1924,1925,1925,1925,ger,"Druckfahne, 2 Blatt","Galley proofs, 2 leaves",,,,,Roter Kugelschreiber,Red ballpoint,Leipzig,Archiv Atrium Press,Ankauf Christie's London 2014,Druckfahnen,Galley proofs,"Hermann Bahr: ""Die schöne Frau"", Leipzig 1925, S. 74–76","Bahr, Hermann",http://d-nb.info/gnd/118505955,Die schöne Frau,,http://d-nb.info/gnd/1047605287,,,
68,SZ-AAP/W-AA13.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Balzac,,,,,,"Balzac, Honoré de",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, Bleistift","Purple ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Balzac, Honoré de", http://d-nb.info/gnd/118506358,,,http://d-nb.info/gnd/1047605287,,,
69,SZ-AAP/W-AA13.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Balzac.,,,,,Die Zukunft,"Balzac, Honoré de",18. Juli 1908,,,1908-07-18,ger,"Zeitungsausschnitt, 7 Blatt","Newspaper clipping, 7 leaves",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Zukunft, Berlin, 18. 7. 1908, S. 100–111","Balzac, Honoré de", http://d-nb.info/gnd/118506358,,,http://d-nb.info/gnd/1047605287,,,
70,SZ-AAP/W-AA13.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,"Besuch bei Balzac. 47, rue Reynouard.",,,,,Berliner Tageblatt,"Balzac, Honoré de",15. Mai 1914,,,1914-05-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,"Bleistift, roter Buntstift","Pencil, red crayon",Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 15. 5. 1914","Balzac, Honoré de", http://d-nb.info/gnd/118506358,,,http://d-nb.info/gnd/1047605287,,,
71,SZ-AAP/W-AA13.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Anmerkungen zu Balzac.,,,,,,"Balzac, Honoré de",,15. 4. 1906,15. 4. 1906,1906-04-15,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Hamburg,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Belletristisch-Literarische Beilage der Hamburger Nachrichten, Hamburg, 15. 4. 1906, S. 3–4","Balzac, Honoré de", http://d-nb.info/gnd/118506358,,,http://d-nb.info/gnd/1047605287,,,
72,SZ-AAP/W-AA14.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Barbusse,,,,,,"Barbusse, Henri",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Barbusse, Henri",http://d-nb.info/gnd/11850651X,,,http://d-nb.info/gnd/1047605287,,,
73,SZ-AAP/W-AA14.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Klarheit. (Der neue Roman von Henri Barbusse.),,,,,N. Fr. Presse,"Barbusse, Henri",18. III. 19.,,,1919-03-18,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 18. 3. 1919","Barbusse, Henri",http://d-nb.info/gnd/11850651X,Le feu,http://d-nb.info/gnd/7638941-8,http://d-nb.info/gnd/1047605287,,,
74,SZ-AAP/W-AA15.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Bekenntnis zum Defaitismus,,,,,,Bekenntnis zum Defaitismus,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Autographensammeln""","Original inscription: ""Autographensammeln""",
75,SZ-AAP/W-AA15.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Bekenntnis zum Defaitismus.,,,,,Die Friedenswarte,Bekenntnis zum Defaitismus,Juli 1918,,,1918-07,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Friedens-Warte, Berlin, Juli/August 1918, S. 215–216",,,,,http://d-nb.info/gnd/1047605287,,,
76,SZ-AAP/W-AA16.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Belgien,,,,,,Belgien,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte, Bleistift","Purple ink, black ink, pencil",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,"Ursprüngliche Aufschrift: ""Die Welt der Autographen""","Original inscription: ""Die Welt der Autographen""",
77,SZ-AAP/W-AA16.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Kunst. Die Ausstellung in Brügge.,,,,,Prager Tagblatt,Belgien,7. IX. 1902,,,1902-09-07,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Prag,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Prager Tagblatt, Prag, 7. 9. 1902, S. 14",,,,,http://d-nb.info/gnd/1047605287,,,
78,SZ-AAP/W-AA16.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Saisontage in Ostende.,,,,,Vom Fels zum Meer,Belgien,1902,,,1902-09,ger,"Zeitungsausschnitt, 3 Blatt","Newspaper clipping, 3 leaves",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vom Fels zum Meer, Berlin, September 1902, S. 119–123",,,,,http://d-nb.info/gnd/1047605287,,,
79,SZ-AAP/W-AA16.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,,,,Die gefangenen Dinge. Gedanken über die Brüsseler Weltausstellung.,,,,,,Belgien,17. August 1910,,,1910-08-17,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,,,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 17. 8. 1910, S. 1–2",,,,,http://d-nb.info/gnd/1047605287,,,
80,SZ-AAP/W-AA16.4,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Löwen.,,,,,,Belgien,30/VIII. 1914.,,,1914-08-30,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 30. 8. 1914",,,,,http://d-nb.info/gnd/1047605287,,,
81,SZ-AAP/W-AA16.5,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Antwerpen.,,,,,NeueFrPresse,Belgien,9/X.1914.,,,1914-10-09,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 9. 10. 1914",,,,,http://d-nb.info/gnd/1047605287,,,
82,SZ-AAP/W-AA16.6,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Rieger, Erwin",http://d-nb.info/gnd/116538597,Erwin Rieger,La Belgique moderne,,,,,La Belgique artistique et littéraire,Belgien,Jänner–März 1910.,,,1910-01,,"Zeitungsausschnitt, 5 Blatt","Newspaper clipping, 5 leaves",,,,,Bleistift,Pencil,Brüssel,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"La Belgique artistique et littéraire, Januar–März 1910, S. 7–15",,,,,http://d-nb.info/gnd/1047605287,,,
83,SZ-AAP/W-AA16.7,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Das neue Belgien.,,,,,Allg. Ztg.,Belgien,23./X 1909,,,1909-10-23,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,München,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Allgemeine Zeitung, München, 23. 10. 1909, S. 965–967",,,,,http://d-nb.info/gnd/1047605287,,,
84,SZ-AAP/W-AA16.8,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Das nordische Venedig.,,,,,Vom Fels zum Meer,Belgien,26. IX. 1902,,,1902-09-26,ger,"Zeitungsausschnitt, 3 Blatt","Newspaper clipping, 3 leaves",,,,,Violette Tinte,Purple ink,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Vom Fels zum Meer, Berlin, 26. 9. 1902, S. 145–150",,,,,http://d-nb.info/gnd/1047605287,,,
85,SZ-AAP/W-AA16.9,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,"Warum nur Belgien, warum nicht auch Polen? Eine Frage an die Neutralen.",,,,,NFrPresse,Belgien,4/IV 1915.,,,1915-04-15,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 4. 4. 1915",,,,,http://d-nb.info/gnd/1047605287,,,
86,SZ-AAP/W-AA17.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Besuch bei den Milliarden,,,,,,Besuch bei den Milliarden,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,"Violette Tinte, schwarze Tinte","Purple ink, black ink",,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
87,SZ-AAP/W-AA17.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Besuch bei den Milliarden.,,,,,Neue Freie Presse,Besuch bei den Milliarden,25. u. 26. II. 32,,,1932-02-25,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Violette Tinte,Purple ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 25./26. 2. 1932",,,,,http://d-nb.info/gnd/1047605287,,,
88,SZ-AAP/W-AA18.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt","Bewerber, Sechsunddreißig ehrenwerte",,,,,,Sechsunddreißig ehrenwerte Bewerber,,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,,,,,http://d-nb.info/gnd/1047605287,,,
89,SZ-AAP/W-AA18.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,"Friedenthal, Richard",http://d-nb.info/gnd/118535579,Richard Friedenthal,Sechsunddreißig ehrenwerte Bewerber.,,,,,,Sechsunddreißig ehrenwerte Bewerber,1927,,,1927-02-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Roter Kugelschreiber,Red ballpoint,Berlin,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Berliner Tageblatt, Berlin, 28. 2. 1927",,,,,http://d-nb.info/gnd/1047605287,,,
90,SZ-AAP/W-AA19.0,Unbekannt,,"Rieger, Erwin",http://d-nb.info/gnd/116538597,"Erwin Rieger, Unbekannt",Blake,,,,,,"Blake, William",,,,,ger,"Manuskript, 1 Blatt","Manuscript, 1 leaf",,,,,Violette Tinte,Purple ink,,Archiv Atrium Press,Ankauf Christie's London 2014,Registerblätter,Index sheets,,"Blake, William",http://d-nb.info/gnd/118511513,,,http://d-nb.info/gnd/1047605287,,,
91,SZ-AAP/W-AA19.1,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Ausgewählte Dichtungen.,,,,,Die Zeit,"Blake, William",14/IV 1907,,,1907-04-14,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Die Zeit, Wien, 14. 4. 1907","Blake, William",http://d-nb.info/gnd/118511513,Ausgewählte Dichtungen,,http://d-nb.info/gnd/1047605287,,,
92,SZ-AAP/W-AA19.2,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,Das Werk des William Blake.,,,,,FrankfurterZtg,"Blake, William",28/VII. 1906,,,1906-07-28,ger,"Zeitungsausschnitt, 1 Blatt","Newspaper clipping, 1 leaf",,,,,Schwarze Tinte,Black ink,Frankfurt a. M.,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Frankfurter Zeitung, Frankfurt am Main, 28. 7. 1906","Blake, William",http://d-nb.info/gnd/118511513,,,http://d-nb.info/gnd/1047605287,,,
93,SZ-AAP/W-AA19.3,"Zweig, Stefan",http://d-nb.info/gnd/118637479,Unbekannt,,Unbekannt,William Blakes Auferstehung.,,,,,N. Fr. Presse,"Blake, William",27. I. 1907.,,,1907-01-27,ger,"Zeitungsausschnitt, 2 Blatt","Newspaper clipping, 2 leaves",,,,,Schwarze Tinte,Black ink,Wien,Archiv Atrium Press,Ankauf Christie's London 2014,Zeitungsausschnitte,Newspaper clippings,"Neue Freie Presse, Wien, 27. 1. 1907","Blake, William",http://d-nb.info/gnd/118511513,,,http://d-nb.info/gnd/1047605287,,,
